h3_cell,time_bin,crash_count,center_lat,center_lon,gi_star,gi_p_value,hotspot_type
892a100ce17ffff,Week_2_06-27,1,40.68940260468136,-73.87649111339307,-0.5491900194846029,0.05,Normal
892a100ce23ffff,Week_2_06-27,1,40.68143015425301,-73.87833427072088,-0.5491900194846029,0.05,Normal
892a100ce27ffff,Week_2_06-27,1,40.67884724700521,-73.87610228527184,-0.5491900194846029,0.05,Normal
892a100ce2bffff,Week_2_06-27,1,40.68131843455744,-73.88260385613883,-0.5491900194846029,0.05,Normal
892a100ce37ffff,Week_2_06-27,1,40.681541716443505,-73.87406467971299,-0.5491900194846029,0.05,Normal
892a100ce43ffff,Week_2_06-27,1,40.6916501918556,-73.89153524105375,-0.5491900194846029,0.05,Normal
892a100ce47ffff,Week_2_06-27,3,40.68906718442952,-73.88930202053345,1.679132703251774,0.05,Hot Spot
892a100ce63ffff,Week_2_06-27,1,40.683789347019506,-73.88910614495678,-0.5491900194846029,0.05,Normal
892a100ce73ffff,Week_2_06-27,1,40.68648422238971,-73.88706904956423,-0.5491900194846029,0.05,Normal
892a100ce9bffff,Week_2_06-27,1,40.6973758121162,-73.87464733312801,-0.5491900194846029,0.05,Normal
892a100cea3ffff,Week_2_06-27,1,40.68693080814135,-73.86998877745954,-0.5491900194846029,0.05,Normal
892a100ceabffff,Week_2_06-27,2,40.686819398021186,-73.874258853852,0.5649713418835856,0.05,Normal
892a100ceafffff,Week_2_06-27,2,40.684236236829356,-73.87202684378687,0.5649713418835856,0.05,Normal
892a100ceb7ffff,Week_2_06-27,2,40.68704206071488,-73.86571869556855,0.5649713418835856,0.05,Normal
892a100cebbffff,Week_2_06-27,2,40.68951409630276,-73.87222079980702,0.5649713418835856,0.05,Normal
892a100d007ffff,Week_2_06-27,1,40.7401655590663,-73.9553890073663,-0.5491900194846029,0.05,Normal
892a100d017ffff,Week_2_06-27,3,40.74286353089859,-73.95335316532683,1.679132703251774,0.05,Hot Spot
892a100d01bffff,Week_2_06-27,1,40.74533260448981,-73.95986806874355,-0.5491900194846029,0.05,Normal
892a100d023ffff,Week_2_06-27,1,40.73488430974408,-73.95518547663885,-0.5491900194846029,0.05,Normal
892a100d027ffff,Week_2_06-27,3,40.73230102607157,-73.95294658477665,1.679132703251774,0.05,Hot Spot
892a100d02bffff,Week_2_06-27,1,40.73476976857053,-73.9594599995524,-0.5491900194846029,0.05,Normal
892a100d02fffff,Week_2_06-27,1,40.732186566953814,-73.95722087051206,-0.5491900194846029,0.05,Normal
892a100d037ffff,Week_2_06-27,2,40.73499869301104,-73.95091094726682,0.5649713418835856,0.05,Normal
892a100d043ffff,Week_2_06-27,2,40.74510302327974,-73.96841901882223,0.5649713418835856,0.05,Normal
892a100d04bffff,Week_2_06-27,2,40.74498799569922,-73.97269448397236,0.5649713418835856,0.05,Normal
892a100d05bffff,Week_2_06-27,1,40.74768644890629,-73.97065939959245,-0.5491900194846029,0.05,Normal
892a100d083ffff,Week_2_06-27,1,40.74825962762468,-73.94928078918477,-0.5491900194846029,0.05,Normal
892a100d087ffff,Week_2_06-27,2,40.745675791412374,-73.94704159489353,0.5649713418835856,0.05,Normal
892a100d08bffff,Week_2_06-27,1,40.74814530789256,-73.95355652424938,-0.5491900194846029,0.05,Normal
892a100d0bbffff,Week_2_06-27,1,40.742977844462104,-73.94907791133582,-0.5491900194846029,0.05,Normal
892a100d0dbffff,Week_2_06-27,1,40.75319830858994,-73.96231234205968,-0.5491900194846029,0.05,Normal
892a100d103ffff,Week_2_06-27,1,40.72466549971743,-73.94195782977722,-0.5491900194846029,0.05,Normal
892a100d107ffff,Week_2_06-27,5,40.722082313777314,-73.93972017576444,3.907455425988151,0.05,Hot Spot
892a100d10fffff,Week_2_06-27,1,40.72196834049191,-73.94399351925026,-0.5491900194846029,0.05,Normal
892a100d117ffff,Week_2_06-27,2,40.72477939712923,-73.93768424283236,0.5649713418835856,0.05,Normal
892a100d12bffff,Week_2_06-27,1,40.71668830027612,-73.94379135009413,-0.5491900194846029,0.05,Normal
892a100d12fffff,Week_2_06-27,1,40.71410541320781,-73.94155397200092,-0.5491900194846029,0.05,Normal
892a100d13bffff,Week_2_06-27,2,40.7193852814858,-73.9417558781737,0.5649713418835856,0.05,Normal
892a100d14bffff,Week_2_06-27,1,40.72690584543539,-73.95701716810792,-0.5491900194846029,0.05,Normal
892a100d153ffff,Week_2_06-27,1,40.72971778728786,-73.9507079431418,-0.5491900194846029,0.05,Normal
892a100d157ffff,Week_2_06-27,1,40.727134593415165,-73.9484695516992,-0.5491900194846029,0.05,Normal
892a100d167ffff,Week_2_06-27,2,40.71657417530296,-73.94806420671266,0.5649713418835856,0.05,Normal
892a100d16bffff,Week_2_06-27,1,40.719042660702115,-73.95457515920053,-0.5491900194846029,0.05,Normal
892a100d173ffff,Week_2_06-27,1,40.721854209397065,-73.94826685640574,-0.5491900194846029,0.05,Normal
892a100d177ffff,Week_2_06-27,3,40.71927123234662,-73.9460289782174,1.679132703251774,0.05,Hot Spot
892a100d17bffff,Week_2_06-27,1,40.721739920493754,-73.95254018718336,-0.5491900194846029,0.05,Normal
892a100d187ffff,Week_2_06-27,1,40.72759019518725,-73.93137424268365,-0.5491900194846029,0.05,Normal
892a100d1bbffff,Week_2_06-27,2,40.7248931367102,-73.93341064962664,0.5649713418835856,0.05,Normal
892a100d1cfffff,Week_2_06-27,1,40.72983200650209,-73.94643388816412,-0.5491900194846029,0.05,Normal
892a100d203ffff,Week_2_06-27,1,40.74194333566657,-73.98755496140967,-0.5491900194846029,0.05,Normal
892a100d207ffff,Week_2_06-27,1,40.73936041044821,-73.98531389573235,-0.5491900194846029,0.05,Normal
892a100d20bffff,Week_2_06-27,2,40.74182760043736,-73.99183015572552,0.5649713418835856,0.05,Normal
892a100d213ffff,Week_2_06-27,4,40.744641965067935,-73.98552083929478,2.7932940646199627,0.05,Hot Spot
892a100d217ffff,Week_2_06-27,1,40.74205891293701,-73.98327976027291,-0.5491900194846029,0.05,Normal
892a100d21bffff,Week_2_06-27,1,40.74452630556438,-73.98979627753427,-0.5491900194846029,0.05,Normal
892a100d223ffff,Week_2_06-27,1,40.73407920554711,-73.98510699874309,-0.5491900194846029,0.05,Normal
892a100d227ffff,Week_2_06-27,1,40.73149649667317,-73.9828664471727,-0.5491900194846029,0.05,Normal
892a100d22bffff,Week_2_06-27,2,40.733963559055724,-73.98938147511579,0.5649713418835856,0.05,Normal
892a100d233ffff,Week_2_06-27,1,40.736777529931615,-73.98307308046714,-0.5491900194846029,0.05,Normal
892a100d237ffff,Week_2_06-27,3,40.73419469413902,-73.980832515579,1.679132703251774,0.05,Hot Spot
892a100d23bffff,Week_2_06-27,1,40.7366619591473,-73.98734780066862,-0.5491900194846029,0.05,Normal
892a100d243ffff,Week_2_06-27,1,40.744294512623796,-73.99834713342568,-0.5491900194846029,0.05,Normal
892a100d24fffff,Week_2_06-27,1,40.74159565610689,-74.00038052370402,-0.5491900194846029,0.05,Normal
892a100d257ffff,Week_2_06-27,1,40.74441048808265,-73.99407170892711,-0.5491900194846029,0.05,Normal
892a100d263ffff,Week_2_06-27,1,40.736430343823116,-73.9958972205727,-0.5491900194846029,0.05,Normal
892a100d267ffff,Week_2_06-27,1,40.7338477546659,-73.99365594464955,-0.5491900194846029,0.05,Normal
892a100d26fffff,Week_2_06-27,2,40.73373179237872,-73.9979304072968,0.5649713418835856,0.05,Normal
892a100d27bffff,Week_2_06-27,1,40.739012977644194,-73.9981387469125,-0.5491900194846029,0.05,Normal
892a100d287ffff,Week_2_06-27,1,40.744872810136386,-73.97696994246623,-0.5491900194846029,0.05,Normal
892a100d28fffff,Week_2_06-27,1,40.74475746659229,-73.98124539425626,-0.5491900194846029,0.05,Normal
892a100d293ffff,Week_2_06-27,2,40.75015472731649,-73.97717597041498,0.5649713418835856,0.05,Normal
892a100d297ffff,Week_2_06-27,5,40.747571339150305,-73.97493510196136,3.907455425988151,0.05,Hot Spot
892a100d29bffff,Week_2_06-27,1,40.75003937734384,-73.9814519033082,-0.5491900194846029,0.05,Normal
892a100d2a3ffff,Week_2_06-27,1,40.73959124262263,-73.97676396089017,-0.5491900194846029,0.05,Normal
892a100d2a7ffff,Week_2_06-27,3,40.737008197739414,-73.97452361980322,1.679132703251774,0.05,Hot Spot
892a100d2abffff,Week_2_06-27,1,40.73947590550561,-73.98103893168508,-0.5491900194846029,0.05,Normal
892a100d2afffff,Week_2_06-27,2,40.73689294279598,-73.97879835349616,0.5649713418835856,0.05,Normal
892a100d2c3ffff,Week_2_06-27,1,40.74980820333916,-73.99000374878119,-0.5491900194846029,0.05,Normal
892a100d2cbffff,Week_2_06-27,2,40.74969237930923,-73.99427966126574,0.5649713418835856,0.05,Normal
892a100d2cfffff,Week_2_06-27,4,40.74710932011937,-73.99203784414127,2.7932940646199627,0.05,Hot Spot
892a100d2d3ffff,Week_2_06-27,2,40.75250713772062,-73.98796942281288,0.5649713418835856,0.05,Normal
892a100d2d7ffff,Week_2_06-27,1,40.74992386935104,-73.98572782944613,-0.5491900194846029,0.05,Normal
892a100d2dbffff,Week_2_06-27,2,40.75239138943488,-73.99224557931602,0.5649713418835856,0.05,Normal
892a100d303ffff,Week_2_06-27,2,40.72386379865436,-73.97187275909451,0.5649713418835856,0.05,Normal
892a100d30fffff,Week_2_06-27,1,40.72116610888531,-73.97390674374046,-0.5491900194846029,0.05,Normal
892a100d31bffff,Week_2_06-27,1,40.72644645532815,-73.97411232282563,-0.5491900194846029,0.05,Normal
892a100d327ffff,Week_2_06-27,2,40.713418788760926,-73.96718959317559,0.5649713418835856,0.05,Normal
892a100d337ffff,Week_2_06-27,1,40.71611609773404,-73.96515556897008,-0.5491900194846029,0.05,Normal
892a100d343ffff,Week_2_06-27,2,40.72621581321689,-73.98265986037387,0.5649713418835856,0.05,Normal
892a100d34bffff,Week_2_06-27,1,40.72610025540042,-73.98693361902893,-0.5491900194846029,0.05,Normal
892a100d34fffff,Week_2_06-27,1,40.72351784512154,-73.98469334442134,-0.5491900194846029,0.05,Normal
892a100d357ffff,Week_2_06-27,1,40.726331213193134,-73.9783860949569,-0.5491900194846029,0.05,Normal
892a100d35bffff,Week_2_06-27,2,40.72879835041982,-73.98490014831133,0.5649713418835856,0.05,Normal
892a100d367ffff,Week_2_06-27,1,40.71577088302538,-73.9779740219053,-0.5491900194846029,0.05,Normal
892a100d36bffff,Week_2_06-27,1,40.718237689707394,-73.98448658705743,-0.5491900194846029,0.05,Normal
892a100d373ffff,Week_2_06-27,1,40.72105087315231,-73.97818003525298,-0.5491900194846029,0.05,Normal
892a100d377ffff,Week_2_06-27,1,40.718468470335196,-73.97594049799939,-0.5491900194846029,0.05,Normal
892a100d397ffff,Week_2_06-27,1,40.72948887525716,-73.95925603382817,-0.5491900194846029,0.05,Normal
892a100d3a7ffff,Week_2_06-27,1,40.718928138198805,-73.95884824004496,-0.5491900194846029,0.05,Normal
892a100d3b7ffff,Week_2_06-27,1,40.721625473782986,-73.95681351153566,-0.5491900194846029,0.05,Normal
892a100d3cfffff,Week_2_06-27,3,40.729029156815024,-73.97635213679334,1.679132703251774,0.05,Hot Spot
892a100d403ffff,Week_2_06-27,2,40.761636821408395,-73.94337276435115,0.5649713418835856,0.05,Normal
892a100d423ffff,Week_2_06-27,3,40.75376993809561,-73.94093126106601,1.679132703251774,0.05,Hot Spot
892a100d42bffff,Week_2_06-27,1,40.75365592828981,-73.94520749006477,-0.5491900194846029,0.05,Normal
892a100d437ffff,Week_2_06-27,1,40.753883789851784,-73.93665502576246,-0.5491900194846029,0.05,Normal
892a100d443ffff,Week_2_06-27,2,40.763992736533424,-73.9541668757923,0.5649713418835856,0.05,Normal
892a100d44bffff,Week_2_06-27,1,40.76387824016054,-73.95844404827174,-0.5491900194846029,0.05,Normal
892a100d44fffff,Week_2_06-27,2,40.76129405309087,-73.95620358859543,0.5649713418835856,0.05,Normal
892a100d477ffff,Week_2_06-27,1,40.75624006315999,-73.94744696076559,-0.5491900194846029,0.05,Normal
892a100d497ffff,Week_2_06-27,1,40.76726120072103,-73.93074275430621,-0.5491900194846029,0.05,Normal
892a100d4abffff,Week_2_06-27,2,40.75916629053015,-73.93685655108962,0.5649713418835856,0.05,Normal
892a100d4b7ffff,Week_2_06-27,1,40.75939353187343,-73.92830309914575,-0.5491900194846029,0.05,Normal
892a100d4c3ffff,Week_2_06-27,1,40.76950444245628,-73.94581509065677,-0.5491900194846029,0.05,Normal
892a100d4d3ffff,Week_2_06-27,2,40.772203202614016,-73.94377744112391,0.5649713418835856,0.05,Normal
892a100d503ffff,Week_2_06-27,2,40.74354704274161,-73.92770154644333,0.5649713418835856,0.05,Normal
892a100d507ffff,Week_2_06-27,2,40.74096296830867,-73.92546380235515,0.5649713418835856,0.05,Normal
892a100d50bffff,Week_2_06-27,1,40.743433519027384,-73.93197683192152,-0.5491900194846029,0.05,Normal
892a100d50fffff,Week_2_06-27,1,40.740849526554825,-73.92973885041029,-0.5491900194846029,0.05,Normal
892a100d513ffff,Week_2_06-27,1,40.746244609837056,-73.9256640116982,-0.5491900194846029,0.05,Normal
892a100d517ffff,Week_2_06-27,2,40.74366040848306,-73.92342625481051,0.5649713418835856,0.05,Normal
892a100d51bffff,Week_2_06-27,1,40.74613116213465,-73.929939540793,-0.5491900194846029,0.05,Normal
892a100d523ffff,Week_2_06-27,1,40.73568167651888,-73.92526363807173,-0.5491900194846029,0.05,Normal
892a100d527ffff,Week_2_06-27,1,40.733097818999966,-73.92302640717408,-0.5491900194846029,0.05,Normal
892a100d52bffff,Week_2_06-27,1,40.735568240712226,-73.92953820519531,-0.5491900194846029,0.05,Normal
892a100d543ffff,Week_2_06-27,2,40.74590379275409,-73.93849058039422,0.5649713418835856,0.05,Normal
892a100d553ffff,Week_2_06-27,1,40.74860163877041,-73.9364535458035,-0.5491900194846029,0.05,Normal
892a100d557ffff,Week_2_06-27,1,40.74601755644,-73.93421506370754,-0.5491900194846029,0.05,Normal
892a100d563ffff,Week_2_06-27,1,40.73803838561982,-73.93605072192892,-0.5491900194846029,0.05,Normal
892a100d56bffff,Week_2_06-27,1,40.73792455201048,-73.94032551397851,-0.5491900194846029,0.05,Normal
892a100d577ffff,Week_2_06-27,2,40.73815206129815,-73.93177592363314,0.5649713418835856,0.05,Normal
892a100d58fffff,Week_2_06-27,1,40.746357899546254,-73.92138847647077,-0.5491900194846029,0.05,Normal
892a100d593ffff,Week_2_06-27,1,40.75175303425324,-73.91731222726965,-0.5491900194846029,0.05,Normal
892a100d597ffff,Week_2_06-27,1,40.74916849711937,-73.91507468239978,-0.5491900194846029,0.05,Normal
892a100d59bffff,Week_2_06-27,1,40.751639896668024,-73.92158824973721,-0.5491900194846029,0.05,Normal
892a100d5a3ffff,Week_2_06-27,1,40.74118937795546,-73.91691368790532,-0.5491900194846029,0.05,Normal
892a100d5b3ffff,Week_2_06-27,1,40.74388666604379,-73.91487565327128,-0.5491900194846029,0.05,Normal
892a100d5bbffff,Week_2_06-27,2,40.74377361625078,-73.91915095707063,0.5649713418835856,0.05,Normal
892a100d5c3ffff,Week_2_06-27,1,40.75141314739644,-73.93014027635867,-0.5491900194846029,0.05,Normal
892a100d5cbffff,Week_2_06-27,1,40.75129953571198,-73.93441628041742,-0.5491900194846029,0.05,Normal
892a100d5dbffff,Week_2_06-27,1,40.753997483557335,-73.93237878420179,-0.5491900194846029,0.05,Normal
892a100d603ffff,Week_2_06-27,1,40.76083481518789,-73.97331126335345,-0.5491900194846029,0.05,Normal
892a100d607ffff,Week_2_06-27,1,40.75825100161534,-73.97107010462192,-0.5491900194846029,0.05,Normal
892a100d60fffff,Week_2_06-27,1,40.75813587911897,-73.97534676942504,-0.5491900194846029,0.05,Normal
892a100d613ffff,Week_2_06-27,2,40.763533802293004,-73.97127552650305,0.5649713418835856,0.05,Normal
892a100d617ffff,Week_2_06-27,1,40.76094986181916,-73.96903435454628,-0.5491900194846029,0.05,Normal
892a100d61bffff,Week_2_06-27,2,40.76341867342424,-73.9755526726856,0.5649713418835856,0.05,Normal
892a100d623ffff,Week_2_06-27,4,40.752968550468005,-73.97086472899026,2.7932940646199627,0.05,Hot Spot
892a100d627ffff,Week_2_06-27,1,40.750384953197305,-73.96862408455311,-0.5491900194846029,0.05,Normal
892a100d62bffff,Week_2_06-27,1,40.752853434342555,-73.97514091252218,-0.5491900194846029,0.05,Normal
892a100d62fffff,Week_2_06-27,2,40.750269919268,-73.97290003081406,0.5649713418835856,0.05,Normal
892a100d633ffff,Week_2_06-27,2,40.75566723272887,-73.96882919645593,0.5649713418835856,0.05,Normal
892a100d637ffff,Week_2_06-27,2,40.7530835085508,-73.96658853882022,0.5649713418835856,0.05,Normal
892a100d63bffff,Week_2_06-27,2,40.75555219244933,-73.97310562393588,0.5649713418835856,0.05,Normal
892a100d643ffff,Week_2_06-27,1,40.76318794132349,-73.984106944923,-0.5491900194846029,0.05,Normal
892a100d647ffff,Week_2_06-27,1,40.760604247620456,-73.98186506091723,-0.5491900194846029,0.05,Normal
892a100d64bffff,Week_2_06-27,2,40.76307233809354,-73.98838407088253,0.5649713418835856,0.05,Normal
892a100d64fffff,Week_2_06-27,4,40.76048872668631,-73.98614194957854,2.7932940646199627,0.05,Hot Spot
892a100d653ffff,Week_2_06-27,5,40.76588720703489,-73.98207170950569,3.907455425988151,0.05,Hot Spot
892a100d657ffff,Week_2_06-27,2,40.76330338643407,-73.97982981217478,0.5649713418835856,0.05,Normal
892a100d65bffff,Week_2_06-27,1,40.76577167962786,-73.98634907959108,-0.5491900194846029,0.05,Normal
892a100d663ffff,Week_2_06-27,1,40.75532163770499,-73.98165845885663,-0.5491900194846029,0.05,Normal
892a100d667ffff,Week_2_06-27,1,40.7527381601755,-73.97941708936834,-0.5491900194846029,0.05,Normal
892a100d66bffff,Week_2_06-27,2,40.75520612324228,-73.98593486620214,0.5649713418835856,0.05,Normal
892a100d66fffff,Week_2_06-27,1,40.752622727967825,-73.98369325948109,-0.5491900194846029,0.05,Normal
892a100d677ffff,Week_2_06-27,1,40.755436994107676,-73.97738204475199,-0.5491900194846029,0.05,Normal
892a100d67bffff,Week_2_06-27,1,40.757905159882704,-73.98390007891497,-0.5491900194846029,0.05,Normal
892a100d687ffff,Week_2_06-27,2,40.76376358566216,-73.96272121424846,0.5649713418835856,0.05,Normal
892a100d68bffff,Week_2_06-27,1,40.76623284041283,-73.96923955883975,-0.5491900194846029,0.05,Normal
892a100d693ffff,Week_2_06-27,1,40.76904674844277,-73.96292571940788,-0.5491900194846029,0.05,Normal
892a100d697ffff,Week_2_06-27,1,40.766462471951925,-73.96068475853083,-0.5491900194846029,0.05,Normal
892a100d69bffff,Week_2_06-27,1,40.768931929525905,-73.96720336032945,-0.5491900194846029,0.05,Normal
892a100d6a3ffff,Week_2_06-27,1,40.75848077235944,-73.96251675513759,-0.5491900194846029,0.05,Normal
892a100d6abffff,Week_2_06-27,5,40.758365966029174,-73.9667934331769,3.907455425988151,0.05,Hot Spot
892a100d6afffff,Week_2_06-27,1,40.75578211494533,-73.96455276235974,-0.5491900194846029,0.05,Normal
892a100d6b7ffff,Week_2_06-27,4,40.758595420605154,-73.95824007055161,2.7932940646199627,0.05,Hot Spot
892a100d6bbffff,Week_2_06-27,4,40.76106475034742,-73.96475743911911,2.7932940646199627,0.05,Hot Spot
892a100d6d7ffff,Week_2_06-27,1,40.76881695244565,-73.97148099464923,-0.5491900194846029,0.05,Normal
892a100d803ffff,Week_2_06-27,2,40.68771132304884,-73.94054512206203,0.5649713418835856,0.05,Normal
892a100d807ffff,Week_2_06-27,1,40.685129341239055,-73.93830930767197,-0.5491900194846029,0.05,Normal
892a100d817ffff,Week_2_06-27,1,40.68782517805148,-73.9362748970262,-0.5491900194846029,0.05,Normal
892a100d823ffff,Week_2_06-27,1,40.6798517459696,-73.93810793631914,-0.5491900194846029,0.05,Normal
892a100d827ffff,Week_2_06-27,2,40.67726998148402,-73.93587263410512,0.5649713418835856,0.05,Normal
892a100d82bffff,Week_2_06-27,2,40.67973782129992,-73.94237743850054,0.5649713418835856,0.05,Normal
892a100d82fffff,Week_2_06-27,1,40.67715613858579,-73.94014189956584,-0.5491900194846029,0.05,Normal
892a100d833ffff,Week_2_06-27,1,40.68254740459782,-73.93607374295772,-0.5491900194846029,0.05,Normal
892a100d837ffff,Week_2_06-27,1,40.6799655131473,-73.93383842788414,-0.5491900194846029,0.05,Normal
892a100d847ffff,Week_2_06-27,1,40.68748314039111,-73.94908555323798,-0.5491900194846029,0.05,Normal
892a100d84bffff,Week_2_06-27,5,40.68995059413988,-73.95559253370493,3.907455425988151,0.05,Hot Spot
892a100d853ffff,Week_2_06-27,1,40.69276124584751,-73.9492881923741,-0.5491900194846029,0.05,Normal
892a100d85bffff,Week_2_06-27,1,40.692646912020734,-73.95355887835751,-0.5491900194846029,0.05,Normal
892a100d863ffff,Week_2_06-27,1,40.6822053852155,-73.94888295965622,-0.5491900194846029,0.05,Normal
892a100d867ffff,Week_2_06-27,3,40.679623739139274,-73.94664693438094,1.679132703251774,0.05,Hot Spot
892a100d86bffff,Week_2_06-27,2,40.68209106373461,-73.95315268587109,0.5649713418835856,0.05,Normal
892a100d86fffff,Week_2_06-27,6,40.67950949948861,-73.95091642391299,5.02161678735634,0.05,Hot Spot
892a100d877ffff,Week_2_06-27,2,40.68231954918697,-73.94461322706744,0.5649713418835856,0.05,Normal
892a100d87bffff,Week_2_06-27,1,40.684787076422445,-73.95111923461198,-0.5491900194846029,0.05,Normal
892a100d887ffff,Week_2_06-27,1,40.6906346877352,-73.92996978184593,-0.5491900194846029,0.05,Normal
892a100d88bffff,Week_2_06-27,2,40.69310330179013,-73.93647609632583,0.5649713418835856,0.05,Normal
892a100d89bffff,Week_2_06-27,1,40.69579936793708,-73.93444123809886,-0.5491900194846029,0.05,Normal
892a100d8abffff,Week_2_06-27,1,40.68524311444908,-73.93403931944766,-0.5491900194846029,0.05,Normal
892a100d8bbffff,Week_2_06-27,1,40.687938875502,-73.93200466575503,-0.5491900194846029,0.05,Normal
892a100d8c3ffff,Week_2_06-27,1,40.69557163976815,-73.94298312808696,-0.5491900194846029,0.05,Normal
892a100d8c7ffff,Week_2_06-27,1,40.69298944073319,-73.94074680131081,-0.5491900194846029,0.05,Normal
892a100d8cbffff,Week_2_06-27,1,40.695457539267665,-73.94725406363679,-0.5491900194846029,0.05,Normal
892a100d8cfffff,Week_2_06-27,1,40.692875422085336,-73.94501750000939,-0.5491900194846029,0.05,Normal
892a100d8d3ffff,Week_2_06-27,1,40.69826790864624,-73.94094852591381,-0.5491900194846029,0.05,Normal
892a100d8dbffff,Week_2_06-27,2,40.6981538839029,-73.94521970466566,0.5649713418835856,0.05,Normal
892a100d903ffff,Week_2_06-27,1,40.66963839969568,-73.92489966329703,-0.5491900194846029,0.05,Normal
892a100d90bffff,Week_2_06-27,3,40.66952495940628,-73.9291682248269,1.679132703251774,0.05,Hot Spot
892a100d90fffff,Week_2_06-27,1,40.6669433759139,-73.92693392073876,-0.5491900194846029,0.05,Normal
892a100d917ffff,Week_2_06-27,1,40.66975168256973,-73.92063109566294,-0.5491900194846029,0.05,Normal
892a100d91bffff,Week_2_06-27,1,40.672220110161696,-73.92713398015772,-0.5491900194846029,0.05,Normal
892a100d92fffff,Week_2_06-27,1,40.65908562628981,-73.92450011378597,-0.5491900194846029,0.05,Normal
892a100d937ffff,Week_2_06-27,1,40.66189354019524,-73.91819820936931,-0.5491900194846029,0.05,Normal
892a100d93bffff,Week_2_06-27,3,40.66436183772519,-73.92469986609467,1.679132703251774,0.05,Hot Spot
892a100d947ffff,Week_2_06-27,1,40.6694113617025,-73.93343678020517,-0.5491900194846029,0.05,Normal
892a100d94bffff,Week_2_06-27,1,40.671879071916834,-73.93994035628792,-0.5491900194846029,0.05,Normal
892a100d94fffff,Week_2_06-27,4,40.66929760658531,-73.93770532938454,2.7932940646199627,0.05,Hot Spot
892a100d963ffff,Week_2_06-27,3,40.66413481166913,-73.93323602405931,1.679132703251774,0.05,Hot Spot
892a100d967ffff,Week_2_06-27,1,40.66155348212877,-73.9310017455675,-0.5491900194846029,0.05,Normal
892a100d96bffff,Week_2_06-27,2,40.66402106258011,-73.93750409377232,0.5649713418835856,0.05,Normal
892a100d96fffff,Week_2_06-27,2,40.66143981473012,-73.93526957869038,0.5649713418835856,0.05,Normal
892a100d973ffff,Week_2_06-27,3,40.66682985990163,-73.93120223944943,1.679132703251774,0.05,Hot Spot
892a100d97bffff,Week_2_06-27,2,40.66671618649536,-73.93547055198667,0.5649713418835856,0.05,Normal
892a100d983ffff,Week_2_06-27,2,40.67514173225912,-73.91656140490993,0.5649713418835856,0.05,Normal
892a100d987ffff,Week_2_06-27,1,40.672559731493905,-73.91432754886036,-0.5491900194846029,0.05,Normal
892a100d98fffff,Week_2_06-27,1,40.67244668181951,-73.91859636534353,-0.5491900194846029,0.05,Normal
892a100d993ffff,Week_2_06-27,1,40.67783683386722,-73.91452621432816,-0.5491900194846029,0.05,Normal
892a100d997ffff,Week_2_06-27,1,40.67525470613038,-73.91229234561762,-0.5491900194846029,0.05,Normal
892a100d99bffff,Week_2_06-27,2,40.6777237783415,-73.91879551045534,0.5649713418835856,0.05,Normal
892a100d9a7ffff,Week_2_06-27,1,40.66470119648993,-73.91189558351155,-0.5491900194846029,0.05,Normal
892a100d9b3ffff,Week_2_06-27,1,40.66997777606798,-73.9120939422717,-0.5491900194846029,0.05,Normal
892a100d9c3ffff,Week_2_06-27,2,40.677497194861765,-73.92733408454677,0.5649713418835856,0.05,Normal
892a100d9cbffff,Week_2_06-27,2,40.67738366690967,-73.93160336241628,0.5649713418835856,0.05,Normal
892a100d9cfffff,Week_2_06-27,2,40.67480186590708,-73.92936854651914,0.5649713418835856,0.05,Normal
892a100d9d7ffff,Week_2_06-27,3,40.67761056533937,-73.923064800544,1.679132703251774,0.05,Hot Spot
892a100da03ffff,Week_2_06-27,1,40.68690992665365,-73.97043651873959,-0.5491900194846029,0.05,Normal
892a100da07ffff,Week_2_06-27,6,40.6843285179353,-73.9681990473846,5.02161678735634,0.05,Hot Spot
892a100da0fffff,Week_2_06-27,1,40.684213484499054,-73.97246898422345,-0.5491900194846029,0.05,Normal
892a100da13ffff,Week_2_06-27,2,40.689606420166605,-73.96840382319157,0.5649713418835856,0.05,Normal
892a100da1bffff,Week_2_06-27,1,40.68949138037839,-73.9726742398979,-0.5491900194846029,0.05,Normal
892a100da23ffff,Week_2_06-27,1,40.67905096600579,-73.96799431760914,-0.5491900194846029,0.05,Normal
892a100da2bffff,Week_2_06-27,2,40.67893593892008,-73.9722637746882,0.5649713418835856,0.05,Normal
892a100da37ffff,Week_2_06-27,1,40.679165835606526,-73.96372485394468,-0.5491900194846029,0.05,Normal
892a100da3bffff,Week_2_06-27,1,40.68163220273704,-73.97023152604302,-0.5491900194846029,0.05,Normal
892a100da43ffff,Week_2_06-27,5,40.68926082811238,-73.98121505334214,3.907455425988151,0.05,Hot Spot
892a100da47ffff,Week_2_06-27,2,40.686679538342524,-73.97897685896905,0.5649713418835856,0.05,Normal
892a100da4bffff,Week_2_06-27,1,40.68914531563664,-73.98548544998519,-0.5491900194846029,0.05,Normal
892a100da53ffff,Week_2_06-27,1,40.69195759974782,-73.97918285759394,-0.5491900194846029,0.05,Normal
892a100da5bffff,Week_2_06-27,2,40.69184216282641,-73.98345349757994,0.5649713418835856,0.05,Normal
892a100da6bffff,Week_2_06-27,1,40.681286403189425,-73.98304058692273,-0.5491900194846029,0.05,Normal
892a100da6fffff,Week_2_06-27,1,40.67870541229772,-73.98080266890061,-0.5491900194846029,0.05,Normal
892a100da73ffff,Week_2_06-27,2,40.68409829353906,-73.97673891442571,0.5649713418835856,0.05,Normal
