h3_cell,center_lat,center_lon,trend_slope,trend_p_value,trend_significance,trend_direction,total_crashes
892a1005b2bffff,40.66629231111907,-73.74747971172687,-0.10247164642506573,1.0,Not Significant,Decreasing,8
892a1005b53ffff,40.679324038916405,-73.7543333577596,-0.36558909944069146,0.7340951823194757,Not Significant,Decreasing,6
892a1005b57ffff,40.676738949711606,-73.75210851876372,0.10759478907525524,0.2962698714842864,Not Significant,Increasing,3
892a1005b67ffff,40.66618541075548,-73.75174776739424,0.010015829431525403,1.0,Not Significant,Increasing,3
892a1005b6fffff,40.66607835300196,-73.75601581888064,0.013344287470315963,1.0,Not Significant,Increasing,6
892a1005ba3ffff,40.67188867901854,-73.73485395728811,-0.5376324264313461,1.0,Not Significant,Decreasing,5
892a1005bbbffff,40.674473918511644,-73.73707758507516,0.004558237290670453,1.0,Not Significant,Increasing,6
892a1005bcfffff,40.67943102877259,-73.75006410509035,0.013344287470315963,1.0,Not Significant,Increasing,5
892a1005c4fffff,40.71163383284694,-73.72978528655779,0.3231339002415618,0.80649594050734,Not Significant,Increasing,16
892a1005e4fffff,40.710886930490105,-73.75969027668903,0.010015829431525403,1.0,Not Significant,Increasing,3
892a1005e53ffff,40.71627367401911,-73.75559908837793,0.04496018625863146,1.0,Not Significant,Increasing,5
892a1005e57ffff,40.7136873739499,-73.75337242675015,0.22915204616214982,0.3081795474670539,Not Significant,Increasing,7
892a1005e8bffff,40.71659426108119,-73.74278123478301,0.592608442121503,0.2962698714842864,Not Significant,Increasing,4
892a1005e93ffff,40.71939394801001,-73.736461698457,0.08715046818152314,0.2962698714842864,Not Significant,Increasing,3
892a1005ec7ffff,40.71648755649593,-73.74705385680154,0.6740726629216844,0.3081795474670539,Not Significant,Increasing,7
892a1008807ffff,40.79523794339453,-73.97250902990328,0.056309250585483854,0.3081795474670539,Not Significant,Increasing,4
892a100882fffff,40.78725317030209,-73.97434015542497,-0.5376324264313461,0.2962698714842864,Not Significant,Decreasing,4
892a100883bffff,40.792537889221244,-73.97454607294559,0.08715046818152314,1.0,Not Significant,Increasing,4
892a1008867ffff,40.7897225668717,-73.98086243289394,0.010015829431525403,1.0,Not Significant,Increasing,3
892a10088abffff,40.79535295216633,-73.96822898650066,0.04884901441927132,0.3081795474670539,Not Significant,Increasing,4
892a10088afffff,40.792767900423,-73.9659864682128,0.08338932573047016,1.0,Not Significant,Increasing,9
892a100892bffff,40.77174581258311,-73.96088904594423,0.009370366896556903,1.0,Not Significant,Increasing,4
892a100893bffff,40.77444492765391,-73.95885214154829,0.010015829431525403,1.0,Not Significant,Increasing,4
892a100894fffff,40.779384300954376,-73.97189206979928,0.056309250585483854,0.08942935902899363,Not Significant,Increasing,4
892a1008977ffff,40.77433026064588,-73.96313027063135,-0.4736243077915881,0.80649594050734,Not Significant,Decreasing,8
892a1008983ffff,40.78524189681172,-73.95070221395892,0.009370366896556903,1.0,Not Significant,Increasing,3
892a100898fffff,40.78254257823405,-73.95274004242538,0.5721641212277709,1.0,Not Significant,Increasing,4
892a1008993ffff,40.78794126621234,-73.94866415438945,-0.703789044900426,0.7340951823194757,Not Significant,Decreasing,8
892a100899bffff,40.787826979323974,-73.95294350417441,-0.26665677086442774,0.80649594050734,Not Significant,Decreasing,7
892a10089b3ffff,40.780071865800586,-73.94622038584649,-0.5477103137875373,0.2962698714842864,Not Significant,Decreasing,5
892a10089bbffff,40.77995766727437,-73.95049901604402,0.029814687790289007,0.2962698714842864,Not Significant,Increasing,3
892a1008b2fffff,40.76835546251128,-73.98859146495666,-1.0852806822942176,1.0,Not Significant,Decreasing,7
892a1008b37ffff,40.771170515892955,-73.9822784046378,0.08715046818152314,1.0,Not Significant,Increasing,3
892a1008b3bffff,40.773638936342735,-73.9887989057447,-1.0852806822942176,0.2962698714842864,Not Significant,Decreasing,5
892a1008b67ffff,40.77082343971361,-73.99511193898837,0.009370366896556903,1.0,Not Significant,Increasing,4
892a1008b93ffff,40.78713793358875,-73.9786194658061,0.03038255015716177,0.3081795474670539,Not Significant,Increasing,5
892a1008c03ffff,40.81672564793098,-73.96048635474924,1.1119692572348496,0.2962698714842864,Not Significant,Increasing,5
892a1008c07ffff,40.81413974593129,-73.95824325532541,-2.1805771940199605,0.2962698714842864,Not Significant,Decreasing,7
892a1008c17ffff,40.81684020651022,-73.95620436236364,0.07783963588237264,0.7340951823194757,Not Significant,Increasing,5
892a1008c1bffff,40.819311594406564,-73.96272970532762,0.08715046818152314,0.2962698714842864,Not Significant,Increasing,3
892a1008c37ffff,40.808968075449066,-73.95375780980022,-0.8860247287081371,0.08641073297370006,Not Significant,Decreasing,12
892a1008c83ffff,40.82224127975792,-73.95212588222418,0.04024317925249571,0.08641073297370006,Not Significant,Increasing,6
892a1008c9bffff,40.82482756234053,-73.95436902101487,-0.12420439579988973,1.0,Not Significant,Decreasing,6
892a1008cabffff,40.81425422214389,-73.95396150094159,0.029814687790289007,0.2962698714842864,Not Significant,Increasing,3
892a1008cafffff,40.81166828229594,-73.95171889062547,-0.03140098924624979,1.0,Not Significant,Decreasing,20
892a1008cb7ffff,40.814482699048455,-73.94539797282188,0.4691964843911769,0.4624327264504764,Not Significant,Increasing,12
892a1008d03ffff,40.79862526917925,-73.94478993105159,0.010015829431525403,1.0,Not Significant,Increasing,3
892a1008d07ffff,40.7960396791369,-73.9425485887215,0.060105684726974085,1.0,Not Significant,Increasing,7
892a1008d0fffff,40.795925620558734,-73.94682867113205,0.047343018162545915,0.22067136191984682,Not Significant,Increasing,7
892a1008d13ffff,40.80132496853501,-73.94275095971432,-1.6504455278614865,0.2962698714842864,Not Significant,Decreasing,13
892a1008d17ffff,40.79873925161426,-73.94050960439843,-0.19980017986015233,1.0,Not Significant,Decreasing,9
892a1008d1bffff,40.801210903853985,-73.94703152428924,0.5931763044883758,0.3081795474670539,Not Significant,Increasing,7
892a1008d27ffff,40.78816936506508,-73.94010543566644,0.020796514190796644,1.0,Not Significant,Increasing,8
892a1008d2bffff,40.79064068641442,-73.94662586368284,-0.16002096959624165,1.0,Not Significant,Decreasing,10
892a1008d2fffff,40.78805539479303,-73.94438479820421,1.1152977152736403,0.2962698714842864,Not Significant,Increasing,8
892a1008d33ffff,40.79345413374928,-73.94030749726367,0.03444041754065217,0.4624327264504764,Not Significant,Increasing,7
892a1008d3bffff,40.79334015739645,-73.94458734180492,-0.2422402472143435,1.0,Not Significant,Decreasing,9
892a1008d43ffff,40.80098229926871,-73.95559263423436,-1.1047909944716316,1.0,Not Significant,Decreasing,5
892a1008d4bffff,40.80086775936645,-73.95987317950902,1.4322386136408114,1.0,Not Significant,Increasing,4
892a1008d53ffff,40.80368227776406,-73.95355416456833,0.5835902685220106,1.0,Not Significant,Increasing,9
892a1008d57ffff,40.801096680764886,-73.95131208247851,-0.11680774321425072,1.0,Not Significant,Decreasing,8
892a1008d67ffff,40.7905264756096,-73.9509054576593,-0.44005346678761637,1.0,Not Significant,Decreasing,7
892a1008d83ffff,40.80413854869355,-73.93643094189662,0.22915204616214982,0.3081795474670539,Not Significant,Increasing,7
892a1008d8bffff,40.8040247186045,-73.94071175708605,0.08715046818152314,1.0,Not Significant,Increasing,6
892a1008d8fffff,40.80143887480697,-73.93847038880153,-0.20761626012644452,1.0,Not Significant,Decreasing,12
892a1008d93ffff,40.80683827325242,-73.93439126364949,0.029814687790289007,0.2962698714842864,Not Significant,Increasing,3
892a1008d97ffff,40.804252220352105,-73.93215012043909,0.20254406208959702,0.7340951823194757,Not Significant,Increasing,7
892a1008d9bffff,40.80672451936616,-73.93867232313262,-0.17317586241216246,0.7340951823194757,Not Significant,Decreasing,7
892a1008da3ffff,40.79626732118498,-73.93398840494557,-1.053411085704052,0.22067136191984682,Not Significant,Decreasing,16
892a1008dafffff,40.7935679517525,-73.936027646414,-0.5376324264313461,0.2962698714842864,Not Significant,Decreasing,4
892a1008db3ffff,40.79896674131461,-73.93194893220341,0.01494614397919237,0.3081795474670539,Not Significant,Increasing,4
892a1008dc3ffff,40.80649653624459,-73.9472344231698,-0.5178335680725825,1.0,Not Significant,Decreasing,4
892a1008dcbffff,40.80638230701124,-73.95151546362827,1.0402122734622727,0.08942935902899363,Not Significant,Increasing,7
892a1008dcfffff,40.80379658313877,-73.9492733684697,-0.5343039683925556,1.0,Not Significant,Decreasing,8
892a1008dd3ffff,40.809196540060846,-73.94519524654464,0.01494614397919237,0.3081795474670539,Not Significant,Increasing,4
892a1008dd7ffff,40.8066106070299,-73.94295337632198,0.04015349118777193,0.80649594050734,Not Significant,Increasing,13
892a1008ddbffff,40.80908238698872,-73.94947653137997,1.1789586771437253,0.08942935902899363,Not Significant,Increasing,9
892a100a127ffff,40.862981822155405,-73.91293542895326,-0.93487771368965,0.7340951823194757,Not Significant,Decreasing,11
892a100a12bffff,40.86545714638317,-73.91946468751105,-0.5026880696042401,1.0,Not Significant,Decreasing,6
892a100a13bffff,40.86815856664507,-73.91742139220749,0.5609925433331875,0.2962698714842864,Not Significant,Increasing,4
892a100a177ffff,40.868045458487785,-73.92170803364601,-0.36558909944069146,0.7340951823194757,Not Significant,Decreasing,6
892a100a187ffff,40.87637584861404,-73.90700273182013,0.5676494594107687,1.0,Not Significant,Increasing,8
892a100a18fffff,40.87626312910564,-73.91129011388868,0.029814687790289007,0.2962698714842864,Not Significant,Increasing,3
892a100a193ffff,40.881666421925296,-73.90720143432605,0.010015829431525403,1.0,Not Significant,Increasing,3
892a100a197ffff,40.87907739330279,-73.90495826324336,0.010015829431525403,1.0,Not Significant,Increasing,3
892a100a523ffff,40.884480633219674,-73.9008686294569,0.029814687790289007,0.2962698714842864,Not Significant,Increasing,3
892a100a527ffff,40.88189139541252,-73.89862568469479,0.029814687790289007,0.2962698714842864,Not Significant,Increasing,3
892a100a537ffff,40.884592963775624,-73.89658050678605,-1.0270108931866653,1.0,Not Significant,Decreasing,5
892a100a56fffff,40.88414268731691,-73.91373296193113,0.5721641212277709,1.0,Not Significant,Increasing,4
892a100a80bffff,40.836312594247374,-73.92050701418654,0.47803241904042804,0.08942935902899363,Not Significant,Increasing,6
892a100a80fffff,40.83372531031199,-73.91826525318801,0.010015829431525403,1.0,Not Significant,Increasing,3
892a100a81bffff,40.83901307805493,-73.91846504618235,-1.0503363254671114,1.0,Not Significant,Decreasing,7
892a100a82bffff,40.82843789134013,-73.91806550524852,0.08715046818152314,0.2962698714842864,Not Significant,Increasing,3
892a100a82fffff,40.825850823494086,-73.91582425935759,0.029814687790289007,0.2962698714842864,Not Significant,Increasing,3
892a100a833ffff,40.8312509795102,-73.91174047844234,-0.38334228129648984,0.3081795474670539,Not Significant,Decreasing,6
892a100a853ffff,40.84148729583806,-73.92499128990298,0.046602627541192654,0.3081795474670539,Not Significant,Increasing,7
892a100a867ffff,40.82832474779245,-73.92234851969427,0.31807725227262307,1.0,Not Significant,Increasing,6
892a100a86bffff,40.83079839358019,-73.92887350172751,-1.7503200859816426,0.3081795474670539,Not Significant,Decreasing,10
892a100a877ffff,40.83102500381394,-73.92030700227484,0.010015829431525403,1.0,Not Significant,Increasing,3
892a100a883ffff,40.84193929388881,-73.90785437873004,0.5609925433331875,1.0,Not Significant,Increasing,5
892a100a893ffff,40.84463972559574,-73.90581145809912,-0.7306879366826058,0.7340951823194757,Not Significant,Decreasing,8
892a100a89bffff,40.84452704063809,-73.91009593948189,-0.589262395058177,0.4624327264504764,Not Significant,Decreasing,11
892a100a8a3ffff,40.83406380663561,-73.90541472509102,0.01667274550910658,1.0,Not Significant,Increasing,7
892a100a8abffff,40.83395113318417,-73.90969824044971,0.20507786764567268,0.3081795474670539,Not Significant,Increasing,6
892a100a8bbffff,40.83665133727331,-73.90765577072143,0.010015829431525403,1.0,Not Significant,Increasing,3
892a100a8c3ffff,40.844301194513214,-73.91866488424682,-0.724974863035486,0.7340951823194757,Not Significant,Decreasing,12
892a100a8cbffff,40.8441880333479,-73.92294934753322,1.1554021964527172,0.2962698714842864,Not Significant,Increasing,7
892a100a8cfffff,40.84160053342335,-73.9207070712151,-0.16792600590924905,1.0,Not Significant,Decreasing,6
892a100a8dbffff,40.84688882128609,-73.92090717337588,-0.5376324264313461,0.2962698714842864,Not Significant,Decreasing,4
892a100a907ffff,40.81572798845576,-73.89829812289229,0.592608442121503,0.2962698714842864,Not Significant,Increasing,4
892a100a90bffff,40.81820254414811,-73.90481996100522,-0.5376324264313461,0.2962698714842864,Not Significant,Decreasing,4
892a100a913ffff,40.821014561166116,-73.89849558666849,0.01494614397919237,0.3081795474670539,Not Significant,Increasing,4
892a100a92bffff,40.81032935485231,-73.90238205587572,0.22915204616214982,0.3081795474670539,Not Significant,Increasing,7
892a100a937ffff,40.81055401610356,-73.89381934554034,0.010015829431525403,1.0,Not Significant,Increasing,3
892a100a93bffff,40.81302864641984,-73.90034020516592,-0.44142740257320057,0.7340951823194757,Not Significant,Decreasing,8
892a100a953ffff,40.8233766208254,-73.90930072076686,0.01494614397919237,0.3081795474670539,Not Significant,Increasing,4
892a100a95bffff,40.82326380029813,-73.91358326456667,0.029814687790289007,1.0,Not Significant,Increasing,4
892a100a96bffff,40.81269069505579,-73.91318495896492,-0.5178335680725825,1.0,Not Significant,Decreasing,4
892a100a977ffff,40.81291615446249,-73.90462179569651,0.04024317925249571,0.08641073297370006,Not Significant,Increasing,5
892a100a97bffff,40.81539026624764,-73.91114360932777,-0.44142740257320057,0.7340951823194757,Not Significant,Decreasing,6
892a100a983ffff,40.823826317158066,-73.89217048634661,0.009370366896556903,1.0,Not Significant,Increasing,3
892a100a987ffff,40.82123892796684,-73.88993093456452,0.04624355796373787,0.7340951823194757,Not Significant,Increasing,17
892a100a98fffff,40.82112682384645,-73.89421326351687,0.22915204616214982,0.3081795474670539,Not Significant,Increasing,7
892a100a99bffff,40.82641375112225,-73.89441028912616,-0.44005346678761637,1.0,Not Significant,Decreasing,5
892a100a9abffff,40.815840245488324,-73.8940162823266,-0.3504754245302063,1.0,Not Significant,Decreasing,8
892a100a9b7ffff,40.81606428399274,-73.88545258385128,-0.46993021250257105,1.0,Not Significant,Decreasing,4
892a100a9bbffff,40.818539561524915,-73.89197372427012,0.3754286663160856,0.80649594050734,Not Significant,Increasing,9
892a100a9c3ffff,40.8261890558644,-73.90297589496645,0.056309250585483854,0.08942935902899363,Not Significant,Increasing,4
892a100a9dbffff,40.828776370290356,-73.90521642568737,0.20254406208959702,0.7340951823194757,Not Significant,Increasing,8
892a100aa03ffff,40.835630824012604,-73.94620933516283,0.010015829431525403,1.0,Not Significant,Increasing,3
892a100aa17ffff,40.835744849062245,-73.9419256306854,-0.3198635406536057,1.0,Not Significant,Decreasing,6
892a100aa23ffff,40.827756650865,-73.94376349920987,-1.0852806822942176,1.0,Not Significant,Decreasing,8
892a100aa2bffff,40.82764255564847,-73.94804647623538,0.029814687790289007,1.0,Not Significant,Increasing,4
892a100aa2fffff,40.82505606383917,-73.94580356251505,0.20507786764567268,0.3081795474670539,Not Significant,Increasing,6
892a100aa33ffff,40.83045728848851,-73.9417232043568,0.5609925433331875,0.2962698714842864,Not Significant,Increasing,4
892a100aa8bffff,40.841032758371604,-73.9421281026748,0.05594885332932152,0.22067136191984682,Not Significant,Increasing,6
892a100aa8fffff,40.83844571466802,-73.93988488561392,0.20507786764567268,0.3081795474670539,Not Significant,Increasing,6
892a100aa97ffff,40.84126034452796,-73.9335597087806,-0.46993021250257105,0.2962698714842864,Not Significant,Decreasing,5
892a100aa9bffff,40.84373380135632,-73.94008713892036,0.01494614397919237,0.3081795474670539,Not Significant,Increasing,4
892a100aaa3ffff,40.8332717607169,-73.93539920540775,-0.46993021250257105,0.2962698714842864,Not Significant,Decreasing,5
892a100aaabffff,40.833157976688156,-73.93968267792162,0.02973708762219327,0.4624327264504764,Not Significant,Increasing,6
892a100aaafffff,40.830571148816595,-73.93743997641748,0.03038255015716177,0.3081795474670539,Not Significant,Increasing,6
892a100ab0fffff,40.814824225588865,-73.93255263297931,-0.16792600590924905,1.0,Not Significant,Decreasing,8
892a100ab13ffff,40.82022428280326,-73.92847168229082,-0.9840829713778863,0.7340951823194757,Not Significant,Decreasing,11
